"virusIndex","moldIndex","temperature","humidity","pm25","tvoc","co2","co","airPressure","ozone","no2","timestamp","deviceName","macAddress"
4,6,25.8,70,5,1337,545,0,1000.9,3,0,1740787200,"uHoo 1 (DA82)","e415f654da82"
3,4,25.8,68.8,5,1576,547,0,1001.5,4,1,1740790800,"uHoo 1 (DA82)","e415f654da82"
4,6,25.6,70,6,1605,562,0,1001.9,3,0,1740794400,"uHoo 1 (DA82)","e415f654da82"
4,6,25.1,71.8,5,1301,555,0,1001.9,3,0,1740798000,"uHoo 1 (DA82)","e415f654da82"
4,5,24.7,71.7,4,1184,549,0,1001.5,3,0,1740801600,"uHoo 1 (DA82)","e415f654da82"
4,5,24.6,71.1,4,1068,544,0,1001.2,3,1,1740805200,"uHoo 1 (DA82)","e415f654da82"
4,5,24,73.4,5,949,542,0,1000.9,4,1,1740808800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.2,77.3,4,764,539,0,1000.4,4,1,1740812400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.8,79.2,5,727,534,0,1000.1,4,0,1740816000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,80.9,5,722,537,0,1000.1,4,0,1740819600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.3,82.3,6,763,536,0,1000.4,4,0,1740823200,"uHoo 1 (DA82)","e415f654da82"
4,6,21.9,83.8,6,783,541,0,1001,4,1,1740826800,"uHoo 1 (DA82)","e415f654da82"
4,6,21.8,83.6,6,988,540,0,1001.8,4,1,1740830400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,80.7,7,1162,539,0,1002.2,4,1,1740834000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.7,79.8,10,1066,540,0,1002,5,3,1740837600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,75.6,13,183,533,0,1001.7,7,7,1740841200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.9,75.6,11,872,537,0,1001.4,7,3,1740844800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.9,75.8,11,672,534,0,1000.8,7,4,1740848400,"uHoo 1 (DA82)","e415f654da82"
4,5,24.7,71.2,11,707,531,0,1000.2,7,5,1740852000,"uHoo 1 (DA82)","e415f654da82"
4,6,25.1,70.3,12,680,526,0,999.6,7,9,1740855600,"uHoo 1 (DA82)","e415f654da82"
3,4,25.4,69.2,11,640,530,0,999.1,7,8,1740859200,"uHoo 1 (DA82)","e415f654da82"
3,4,26.3,65.7,10,1074,549,0,998.7,6,1,1740862800,"uHoo 1 (DA82)","e415f654da82"
3,4,25.8,66.1,9,1244,581,0,998.9,5,0,1740866400,"uHoo 1 (DA82)","e415f654da82"
4,6,25.3,70.6,9,1649,561,0,999.7,4,0,1740870000,"uHoo 1 (DA82)","e415f654da82"
4,6,25,72.1,9,1610,551,0,1000.3,4,0,1740873600,"uHoo 1 (DA82)","e415f654da82"
4,6,25.2,70.9,9,1896,548,0,1000.8,4,1,1740877200,"uHoo 1 (DA82)","e415f654da82"
4,5,24.8,73.3,9,1735,543,0,1001.2,5,0,1740880800,"uHoo 1 (DA82)","e415f654da82"
4,5,24,77.1,9,1462,550,0,1001.6,5,1,1740884400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,77,8,1195,538,0,1001.5,6,1,1740888000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,77.3,8,1150,537,0,1001.2,6,1,1740891600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.4,78.1,8,1025,537,0,1001,6,0,1740895200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.8,81.3,8,709,534,0,1000.7,6,0,1740898800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,81.5,9,703,534,0,1000.6,7,0,1740902400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,82,9,600,534,0,1000.7,7,1,1740906000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,81.5,8,576,531,0,1000.9,7,2,1740909600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.1,83,7,89,533,0,1001.4,5,7,1740913200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.6,81.3,9,1167,544,0,1001.9,4,0,1740916800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,77.4,9,1484,548,0,1002.3,4,1,1740920400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.9,76.9,8,912,534,0,1002.5,4,0,1740924000,"uHoo 1 (DA82)","e415f654da82"
4,5,24.4,73.9,8,747,535,0,1002.2,5,0,1740927600,"uHoo 1 (DA82)","e415f654da82"
4,5,24.5,72.3,8,462,528,0,1001.7,6,0,1740931200,"uHoo 1 (DA82)","e415f654da82"
3,4,25.7,65.5,8,511,532,0,1000.9,6,1,1740934800,"uHoo 1 (DA82)","e415f654da82"
3,4,26.5,61.2,9,526,529,0,1000.2,7,1,1740938400,"uHoo 1 (DA82)","e415f654da82"
2,3,26.8,59.8,8,468,529,0,999.9,7,1,1740942000,"uHoo 1 (DA82)","e415f654da82"
2,3,26.9,57.6,8,444,530,0,999.4,7,0,1740945600,"uHoo 1 (DA82)","e415f654da82"
2,3,26.7,58.4,8,771,540,0,999.3,7,1,1740949200,"uHoo 1 (DA82)","e415f654da82"
2,3,26.5,57.8,10,1393,573,0,999.6,7,2,1740952800,"uHoo 1 (DA82)","e415f654da82"
3,4,26,60.1,8,1367,537,0,1000.1,7,0,1740956400,"uHoo 1 (DA82)","e415f654da82"
3,4,25.9,60.8,9,1372,561,0,1000.8,6,1,1740960000,"uHoo 1 (DA82)","e415f654da82"
2,3,26.2,57.4,10,2262,744,0,1001.3,6,1,1740963600,"uHoo 1 (DA82)","e415f654da82"
2,3,26.2,59.3,12,294,575,0,1001.8,7,8,1740967200,"uHoo 1 (DA82)","e415f654da82"
3,4,25.8,61.3,12,1424,548,0,1002.1,7,1,1740970800,"uHoo 1 (DA82)","e415f654da82"
3,4,25.8,61.3,12,1909,554,0,1001.8,7,0,1740974400,"uHoo 1 (DA82)","e415f654da82"
2,3,25.8,57.1,12,1673,542,0,1001.2,7,1,1740978000,"uHoo 1 (DA82)","e415f654da82"
3,4,25.6,61.8,12,1363,537,0,1000.6,7,1,1740981600,"uHoo 1 (DA82)","e415f654da82"
4,6,25.3,71.6,11,798,533,0,1000.1,7,1,1740985200,"uHoo 1 (DA82)","e415f654da82"
4,5,24.9,72.3,11,730,532,0,999.7,5,0,1740988800,"uHoo 1 (DA82)","e415f654da82"
4,5,24.8,72.4,9,707,532,0,999.8,4,1,1740992400,"uHoo 1 (DA82)","e415f654da82"
4,5,24,76,10,698,539,0,1000.1,6,1,1740996000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.3,78.8,10,961,540,0,1000.7,6,1,1740999600,"uHoo 1 (DA82)","e415f654da82"
4,6,23,80.6,10,1215,543,0,1001.5,6,0,1741003200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,77.3,11,1018,539,0,1002.5,6,0,1741006800,"uHoo 1 (DA82)","e415f654da82"
4,5,24.2,72.7,12,793,537,0,1002.8,7,0,1741010400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.5,69.7,12,686,534,0,1002.7,7,1,1741014000,"uHoo 1 (DA82)","e415f654da82"
3,3,24.8,66.6,11,583,530,0,1002.4,7,1,1741017600,"uHoo 1 (DA82)","e415f654da82"
3,4,25.1,66.1,10,560,537,0,1001.7,7,1,1741021200,"uHoo 1 (DA82)","e415f654da82"
3,4,25.5,65.5,11,645,533,0,1001.1,7,1,1741024800,"uHoo 1 (DA82)","e415f654da82"
3,4,25.5,64.3,11,618,543,0,1000.2,7,1,1741028400,"uHoo 1 (DA82)","e415f654da82"
3,4,26.2,62.6,11,787,572,0,999.5,7,3,1741032000,"uHoo 1 (DA82)","e415f654da82"
3,4,26,64.5,11,956,578,0,999.6,7,1,1741035600,"uHoo 1 (DA82)","e415f654da82"
3,4,25.9,65.2,11,1303,559,0,999.8,7,1,1741039200,"uHoo 1 (DA82)","e415f654da82"
3,4,25.8,65.4,12,2018,566,0,1000.3,7,1,1741042800,"uHoo 1 (DA82)","e415f654da82"
3,4,25.6,68.4,10,1733,556,0,1000.8,6,0,1741046400,"uHoo 1 (DA82)","e415f654da82"
3,4,25.4,69.3,10,1662,549,0,1001.2,6,0,1741050000,"uHoo 1 (DA82)","e415f654da82"
4,5,24.8,71.3,10,1472,561,0,1001.5,6,0,1741053600,"uHoo 1 (DA82)","e415f654da82"
4,5,24.3,72.6,10,677,542,0,1001.4,7,8,1741057200,"uHoo 1 (DA82)","e415f654da82"
4,5,24.1,73,10,447,539,0,1000.9,4,2,1741060800,"uHoo 1 (DA82)","e415f654da82"
4,5,24.1,73.3,9,1091,540,0,1000.2,4,0,1741064400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.7,74.8,11,1008,538,0,999.5,4,0,1741068000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.1,77.7,10,854,538,0,999.5,5,0,1741071600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.3,80.8,8,629,534,0,999.5,6,0,1741075200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.2,80.6,8,577,533,0,999.9,6,0,1741078800,"uHoo 1 (DA82)","e415f654da82"
4,6,21.9,81.9,9,562,536,0,1000.3,6,1,1741082400,"uHoo 1 (DA82)","e415f654da82"
4,6,20.9,86.9,9,653,542,0,1000.7,6,1,1741086000,"uHoo 1 (DA82)","e415f654da82"
4,6,20.7,87.8,8,857,539,0,1001.3,6,1,1741089600,"uHoo 1 (DA82)","e415f654da82"
4,6,21.7,83.4,9,1350,543,0,1001.7,6,0,1741093200,"uHoo 1 (DA82)","e415f654da82"
4,6,21.5,83.1,10,1144,539,0,1002,6,0,1741096800,"uHoo 1 (DA82)","e415f654da82"
4,6,21.7,80.4,11,726,537,0,1002,7,0,1741100400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.2,77.3,13,459,533,0,1001.7,7,1,1741104000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.9,74.7,11,307,529,0,1000.9,7,1,1741107600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.3,69.5,11,456,536,0,1000.1,6,1,1741111200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.1,69.8,10,449,530,0,999.5,7,1,1741114800,"uHoo 1 (DA82)","e415f654da82"
3,3,24.2,68.7,9,462,527,0,999.1,7,1,1741118400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.1,69.6,10,472,529,0,999,7,1,1741122000,"uHoo 1 (DA82)","e415f654da82"
3,3,24.1,69.9,10,651,532,0,999.4,6,1,1741125600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.1,69.4,10,1194,537,0,1000,6,0,1741129200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.1,69.5,10,1345,538,0,1000.6,6,0,1741132800,"uHoo 1 (DA82)","e415f654da82"
4,5,24.1,70.2,10,1319,537,0,1001.1,6,1,1741136400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,73.1,10,1072,536,0,1001.5,6,0,1741140000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,74,9,835,534,0,1001.7,6,0,1741143600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,73.7,9,749,553,0,1001.3,6,1,1741147200,"uHoo 1 (DA82)","e415f654da82"
4,5,24,71.9,10,325,535,0,1000.8,6,1,1741150800,"uHoo 1 (DA82)","e415f654da82"
4,5,24.1,71.6,9,80,532,0,1000.5,6,0,1741154400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.9,72.5,9,45,529,0,1000.2,6,0,1741158000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,73.9,9,44,527,0,1000.1,6,1,1741161600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,74.3,9,23,530,0,1000.1,7,0,1741165200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.2,74,8,19,527,0,1000.4,7,1,1741168800,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,77.2,9,69,541,0,1000.8,7,1,1741172400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.7,75.7,9,139,542,0,1001.3,7,1,1741176000,"uHoo 1 (DA82)","e415f654da82"
3,5,23,74.3,9,102,535,0,1001.8,7,0,1741179600,"uHoo 1 (DA82)","e415f654da82"
3,5,22.9,74.8,10,92,537,0,1001.9,7,1,1741183200,"uHoo 1 (DA82)","e415f654da82"
3,5,22.8,75.5,11,33,532,0,1001.5,7,1,1741186800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.4,73.5,10,32,531,0,1001.1,7,0,1741190400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,72.2,10,18,529,0,1000.7,7,0,1741194000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,72.7,11,7,531,0,1000.3,7,1,1741197600,"uHoo 1 (DA82)","e415f654da82"
4,5,24.1,71.3,11,68,546,0,999.7,6,1,1741201200,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,78.9,14,3,558,0,999.6,8,19,1741212000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.7,78.2,14,48,550,0,999.9,7,8,1741215600,"uHoo 1 (DA82)","e415f654da82"
3,5,23,77.1,14,193,558,0,1000.8,7,8,1741219200,"uHoo 1 (DA82)","e415f654da82"
4,6,23.9,73.3,17,319,587,0,1001.5,6,2,1741222800,"uHoo 1 (DA82)","e415f654da82"
4,6,23.9,72.2,17,258,548,0,1002.2,7,3,1741226400,"uHoo 1 (DA82)","e415f654da82"
4,6,23.9,70.2,17,234,542,0,1002.6,7,4,1741230000,"uHoo 1 (DA82)","e415f654da82"
4,6,23.5,70.7,16,185,544,0,1002.8,7,6,1741233600,"uHoo 1 (DA82)","e415f654da82"
4,6,22.2,75.3,17,97,532,0,1002.8,8,12,1741237200,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,74.7,16,109,538,0,1002.4,7,10,1741240800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.2,77,17,61,534,0,1002.2,8,13,1741244400,"uHoo 1 (DA82)","e415f654da82"
4,6,22.2,78.5,16,50,533,0,1002,7,12,1741248000,"uHoo 1 (DA82)","e415f654da82"
4,6,22.5,78.2,17,78,544,0,1002.1,7,10,1741251600,"uHoo 1 (DA82)","e415f654da82"
3,5,22.6,78,14,31,549,0,1002.3,7,12,1741255200,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,79.4,14,128,553,0,1002.8,3,0,1741258800,"uHoo 1 (DA82)","e415f654da82"
4,6,22.2,80.5,12,214,548,0,1003.4,4,0,1741262400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.1,77.1,12,238,542,0,1004,4,0,1741266000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,75.1,12,187,544,0,1004.2,4,1,1741269600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,75.5,12,110,536,0,1003.9,5,1,1741273200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.8,73.6,11,50,532,0,1003.6,6,0,1741276800,"uHoo 1 (DA82)","e415f654da82"
4,5,24,71.5,10,29,533,0,1003.1,6,1,1741280400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.6,67.9,9,54,532,0,1002.6,6,1,1741284000,"uHoo 1 (DA82)","e415f654da82"
3,3,24.7,69.2,9,71,540,0,1002.2,6,1,1741287600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.8,68.8,10,59,546,0,1002,6,0,1741291200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.7,69.3,10,91,582,0,1002.1,6,0,1741294800,"uHoo 1 (DA82)","e415f654da82"
3,3,24.7,67.9,11,141,553,0,1002.4,6,0,1741298400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.7,66.6,13,245,584,0,1002.7,5,1,1741302000,"uHoo 1 (DA82)","e415f654da82"
3,3,24.8,65.5,14,376,560,0,1003.2,5,1,1741305600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.9,64.2,12,473,566,0,1003.8,5,0,1741309200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.7,62.6,11,289,548,0,1004.1,6,0,1741312800,"uHoo 1 (DA82)","e415f654da82"
3,3,24.4,63.7,11,195,547,0,1004.2,6,1,1741316400,"uHoo 1 (DA82)","e415f654da82"
2,3,23.9,69.8,10,170,553,0,1004.1,6,1,1741320000,"uHoo 1 (DA82)","e415f654da82"
3,3,24.2,69.1,9,174,545,0,1003.5,6,0,1741323600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.6,68.1,11,145,534,0,1002.7,6,0,1741327200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.5,69.3,11,116,533,0,1002.3,6,1,1741330800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.9,71.8,10,93,533,0,1002.1,6,0,1741334400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.3,74.3,11,114,549,0,1002,6,0,1741338000,"uHoo 1 (DA82)","e415f654da82"
3,5,22.6,77.8,10,71,540,0,1002.4,6,1,1741341600,"uHoo 1 (DA82)","e415f654da82"
4,6,21.8,81.7,11,107,552,0,1002.8,6,1,1741345200,"uHoo 1 (DA82)","e415f654da82"
3,5,22.4,79.4,12,185,557,0,1003.3,6,0,1741348800,"uHoo 1 (DA82)","e415f654da82"
3,5,23,75.1,12,166,565,0,1003.8,6,1,1741352400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,72.8,11,107,536,0,1003.9,6,1,1741356000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.2,74.5,9,38,534,0,1003.7,7,0,1741359600,"uHoo 1 (DA82)","e415f654da82"
3,5,22.6,76.1,10,5,529,0,1003.7,7,1,1741363200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.2,74.3,13,58,549,0,1003.2,7,8,1741366800,"uHoo 1 (DA82)","e415f654da82"
3,3,24.4,68.2,13,211,579,0,1002.5,6,2,1741370400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.3,68.7,14,81,552,0,1002,7,9,1741374000,"uHoo 1 (DA82)","e415f654da82"
4,4,24.4,69.8,21,260,576,0,1001.7,7,2,1741377600,"uHoo 1 (DA82)","e415f654da82"
3,3,24.6,69.3,13,249,615,0,1001.5,7,1,1741381200,"uHoo 1 (DA82)","e415f654da82"
3,3,24.6,67.2,14,257,566,0,1001.5,7,1,1741384800,"uHoo 1 (DA82)","e415f654da82"
3,3,24.4,68.1,14,222,565,0,1001.9,7,4,1741388400,"uHoo 1 (DA82)","e415f654da82"
3,3,24.3,69,14,260,555,0,1002.2,7,3,1741392000,"uHoo 1 (DA82)","e415f654da82"
4,5,24,71,13,220,550,0,1002.7,7,5,1741395600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.7,72.7,14,193,556,0,1003,7,4,1741399200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.7,72.9,14,164,567,0,1003.1,7,4,1741402800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.5,73.6,13,113,543,0,1003.1,7,6,1741406400,"uHoo 1 (DA82)","e415f654da82"
3,5,23.7,72.5,13,103,536,0,1002.7,7,8,1741410000,"uHoo 1 (DA82)","e415f654da82"
3,5,23.6,73,14,93,539,0,1002.2,7,7,1741413600,"uHoo 1 (DA82)","e415f654da82"
3,5,23.4,73.7,14,64,531,0,1001.7,7,9,1741417200,"uHoo 1 (DA82)","e415f654da82"
3,5,23.3,74.2,14,56,533,0,1001.3,7,7,1741420800,"uHoo 1 (DA82)","e415f654da82"
3,5,23.1,74.7,13,47,531,0,1001.4,7,1,1741424400,"uHoo 1 (DA82)","e415f654da82"
3,5,22.8,76,12,48,536,0,1001.5,7,1,1741428000,"uHoo 1 (DA82)","e415f654da82"
4,6,21.9,80.6,13,25,543,0,1002.2,6,2,1741431600,"uHoo 1 (DA82)","e415f654da82"
4,6,20.7,86,11,40,542,0,1003.1,6,0,1741435200,"uHoo 1 (DA82)","e415f654da82"
4,6,21,84.6,12,92,545,0,1003.9,6,1,1741438800,"uHoo 1 (DA82)","e415f654da82"
4,6,21.5,81.5,12,32,535,0,1004.3,7,6,1741442400,"uHoo 1 (DA82)","e415f654da82"
